Company_ID,Audit Opinion Type,Number of Litigation Cases,Number of Violation Precursor Events,Total Assets,Cash Ratio,Retained Earnings to Total Assets Ratio,Operating Profit Margin,Profit to Cost Ratio,Growth Rate of Total Assets,Growth Rate of Return on Equity (ROE),Debt to Tangible Assets Ratio,Industry Code,City Code,Enterprise Type Code,Enterprise Age,Violation Label,graph_id
14,3,-0.197898314,-0.428270851,0.5865421388300837,-0.280222,0.3880848125900879,0.1486683695404616,0.0796902620220908,-0.065299283,0.1044800809585957,0.0204384036089809,18,40,3,3,0,583
15,2,10.47428556047302,1.7227074681155685,-1.385991841,-0.367250368,-0.148928929,-0.536716896,-0.292939836,-1.218602349,0.1039968092340209,0.6583386025003464,10,40,5,3,1,671
16,3,-0.1188451,-0.428270851,-1.121631617,0.3119726563827529,0.5136079073576685,0.2162739273106659,1.0847646813269167,0.538105861988492,0.1128358829472977,-1.735638855,23,40,3,3,0,761
17,3,-0.197898314,-0.428270851,-0.708145112,-0.186679314,0.7714094564487987,0.1764374680743794,0.1683258453299308,-0.158789577,0.0988797412782626,-1.59483397,24,40,3,3,0,859
18,3,-0.197898314,-0.428270851,0.8780162320189708,-0.249883656,0.472172047969593,0.1301348296818684,-0.025464478,-0.178161914,0.11312684377155,0.2409755567263038,23,40,3,3,0,1049
19,3,-0.197898314,-0.428270851,-0.491234159,-0.345331028,0.6281484081760486,0.4341215442007954,0.968252691668965,-0.44398602,0.1039968092340209,-1.66189749,34,40,3,3,0,1144
20,3,-0.197898314,-0.428270851,0.1798341018223328,-0.107731629,0.6556403689560605,0.1342745318753569,0.0318701244407901,-0.070410745,0.1129973241316218,-0.734256343,15,9,3,3,0,1244
21,3,-0.197898314,-0.428270851,-0.159089262,0.8886167158096736,0.7012754554423597,0.431411614689261,1.3723419495214713,-0.292547109,0.4255347578439168,-1.142642382,34,40,5,3,0,1560
22,3,-0.197898314,-0.428270851,-1.019954607,0.0249514571897468,0.3281809428736303,-0.162781303,-1.476498127,-0.395488522,0.1039968092340209,-0.531780684,19,40,0,3,0,1661
23,1,-0.197898314,0.2887219220305422,0.5255359332789212,-0.397115387,-0.08968043,0.0312833387686148,-0.437027692,-0.255524966,-0.284777349,-0.078785324,19,40,5,3,1,1865
24,3,-0.197898314,-0.428270851,0.7763392227670319,-0.419508052,0.2296755520239233,0.1617364720368521,0.0487320021611715,-0.566615509,-0.043774958,0.9558742653948428,34,40,3,3,1,1965
25,3,-0.079318493,-0.428270851,-0.498012627,0.4239115828193361,0.0658944922751933,0.1118826865257526,-0.050000672,-0.130594091,0.1139176257304856,-1.387802048,18,40,3,3,0,2073
26,0,4.980087195490832,0.2887219220305422,-0.46412029,-0.439031489,-0.370474101,-0.810834936,-3.069149404,-0.325247136,-0.764188072,1.4544322560847305,33,0,5,0,1,2177
27,3,-0.197898314,0.2887219220305422,0.2747326437908081,-0.332663484,0.1956298842120015,0.2720885669136818,-0.192063837,0.4750387665423917,0.1700701119718207,1.18571554140871,2,40,5,3,0,2284
28,3,-0.197898314,-0.428270851,0.0442647561530833,-0.382718825,0.5167914032235963,0.1439926264454228,0.0345881663309892,0.4012540888196135,0.1067515864064612,0.346685533643791,17,40,3,3,0,2370
29,3,-0.197898314,-0.428270851,1.311838138160571,-0.117467323,0.0096259694507951,0.1030890395733327,0.0042072596940792,0.0816140376272516,0.1039968092340209,0.1856414938343024,18,40,3,3,0,2469
30,3,-0.197898314,-0.428270851,0.057821690720008,-0.314829216,0.6543053545606714,0.1840173440390005,0.082553301297315,-0.025954705,0.1039576985872746,-0.25483933,12,40,5,3,0,2564
31,0,-0.079318493,3.156693014200595,-0.098083057,-0.454245391,-0.091577457,-2.187902214,-3.650111745,-0.419168941,0.1039968092340209,0.4907989670975902,36,40,0,3,1,2650
32,3,0.23689436241268377,-0.428270851,-0.53868343,-0.077072855,0.1636698263016875,0.1331638075673386,0.189355738790763,-0.359743368,0.0894590836595446,-0.204556878,36,40,3,3,0,2715
33,3,-0.197898314,-0.428270851,0.6949976153654837,0.2639846565766136,0.3386911471136932,0.1150672252643529,-0.045244758,-0.21166883,0.116988752355747,-0.204346589,5,8,3,3,0,2746
34,3,-0.197898314,-0.428270851,0.6949976153654837,-0.217567431,0.466098199258823,0.1238886155536368,-0.013856778,0.4771647419465379,0.1074415858352664,0.2234281024437717,11,40,3,3,0,2776
35,3,-0.197898314,-0.428270851,0.3967450548931329,-0.32523342,0.0879754436596282,0.2190581693316574,0.418467425027078,-0.110463981,0.1039968092340209,0.4666764746857574,36,40,3,3,0,2811
36,3,-0.197898314,-0.428270851,0.2272833728065705,-0.10537639,0.5687094595567266,0.1521263783138639,0.0552067944815682,-0.031641513,0.1182667142089914,0.3539802276877413,23,40,5,3,0,2842
37,3,-0.197898314,-0.428270851,0.4306373913104458,-0.028850633,0.3893470080184557,0.1694193946812537,0.0825005749754877,0.3319318545193998,0.1151659433925618,0.5011124775107855,22,0,3,3,0,2874
38,3,-0.197898314,1.0057146950730553,0.722111484499333,-0.176228753,0.2693525532854862,0.1192703407992448,0.018037373909389,-0.03989984,0.1039968092340209,-0.03128336,18,40,3,3,1,2884
39,2,0.553107217951227,-0.428270851,-0.681031243,-0.389675564,-0.957792679,-0.011148113,-0.328055566,0.080849247795397,0.1039968092340209,1.286472042550036,37,40,5,3,1,2893
40,3,-0.197898314,3.156693014200595,2.3828359689476444,-0.274922712,0.2377323172212712,-0.030021509,0.1869646000958934,-0.801220052,-11.92482927,0.7926478923896306,34,40,3,3,1,2902
41,3,-0.197898314,-0.428270851,-0.267544739,-0.322266599,-0.030295629,0.1125297007747589,-0.494792014,-0.354393347,0.1039968092340209,0.7760023445455877,17,40,3,3,1,2914
42,3,-0.158371707,4.590678560285621,0.7627822882001072,-0.434006274,-0.023829678,0.0766436945412102,-0.064922221,-0.290484281,-1.469751165,1.2846308449502175,24,40,5,3,1,2915
43,3,-0.197898314,0.2887219220305422,0.2272833728065705,1.6336221580767725,0.6113309611001475,0.7591010472246149,2.239357767753605,0.4503760485702003,0.1019782154418608,-1.494857875,25,40,3,3,0,2925
44,3,-0.197898314,-0.428270851,0.5187574659954577,-0.408494706,0.4098259421284238,-0.426223112,-0.444061383,-0.324615659,0.1039968092340209,-0.111973612,27,40,3,3,0,2936
45,3,-0.197898314,-0.428270851,1.203382661625171,-0.288677602,0.1613825638760209,0.2040866757597065,0.27306668363993,0.3857688488296771,0.1615721877020233,0.978992043380379,22,40,3,3,1,2945
46,3,-0.197898314,-0.428270851,-0.979283804,10.85283943276761,1.0461106073478534,0.138056543189992,0.0748658035748897,-0.542282563,0.0865945399914865,-2.543172234,23,40,3,3,0,2955
47,3,-0.197898314,-0.428270851,-0.403114085,1.3039846287166392,0.6016292341093202,0.2124453468234377,0.5663621214366589,-0.245708994,0.103331349251225,-1.615175932,27,40,3,3,0,2966
48,3,-0.158371707,-0.428270851,-0.640360439,-0.219494075,-0.22135206,-0.022921196,-0.001228824,0.6728000858610833,0.1039968092340209,0.3849067396562631,23,0,3,3,0,2995
49,3,-0.197898314,-0.428270851,-0.653917374,-0.340813295,0.3120020621239154,0.1490349779204498,0.021854759609688,0.1901194720741803,0.105073543770068,0.1944409229725207,7,20,5,3,0,3006
50,3,-0.197898314,-0.428270851,0.3425173166254341,0.1527858087731115,-0.013631288,0.466957765046226,0.7857009839222776,0.0231181401210895,0.1402900515941187,0.8503044811880017,19,48,3,3,0,3016
51,3,-0.197898314,-0.428270851,0.5662067369796954,-0.150273952,0.2273602823032485,0.1834565323009645,0.2149411864574769,0.0425746741002891,0.114296303253214,-0.749102751,43,17,5,3,0,3025
52,3,-0.197898314,-0.428270851,1.596533764065995,-0.228595416,0.418209459100867,0.1558182237836911,0.1712996098809925,-0.120262412,0.096774733510871,-0.046952232,14,35,0,3,0,3034
53,3,-0.197898314,-0.428270851,0.234061840090034,-0.260666846,0.1677159468538666,0.0766000978689954,-0.065939839,-0.173103075,0.1039968092340209,0.7069340691006267,30,2,3,3,0,3045
54,3,0.8693200734897701,-0.428270851,-0.46412029,-0.11679312,0.0800288404893124,0.3121747161817441,0.1185007893611457,-0.093729818,0.0590456488900735,1.1066842373271686,32,59,3,0,0,3059
55,3,-0.197898314,-0.428270851,1.79988778256987,-0.310841737,0.0530316752544447,0.1054759573770938,0.2097581890218499,0.7511910436261784,0.1039968092340209,1.104889770630899,8,16,3,3,0,3070
56,3,-0.197898314,-0.428270851,2.430285239931882,-0.258836981,0.5517538431587853,0.1991770959682427,0.1868776016648783,0.14857875464762,0.1022894022507121,0.6513102746066234,17,43,5,1,0,3080
57,3,-0.197898314,-0.428270851,2.1862604177272327,-0.034104378,0.3132231801862712,0.1320253399224563,0.0642809944680524,-0.16427291,0.1232861937190194,0.6768440403056267,15,27,3,2,0,3091
58,3,-0.197898314,-0.428270851,0.3289603820585093,-0.09004619,0.7879561663396207,0.1702398047856598,0.1267695947817174,0.0913423046168514,0.1019831175411815,-0.767664265,17,32,3,3,0,3101
59,3,-0.197898314,-0.428270851,1.128819521507084,-0.111417384,0.3057657711020979,0.1487446637168375,0.3095928430858158,-0.066207909,0.0800922719349407,-0.414635655,10,3,3,3,0,3112
60,3,-0.197898314,-0.428270851,1.7388815770187076,-0.135840792,0.308112782423782,0.1453639399532706,0.2290349322819233,-0.414264463,0.0458541382170618,0.6297299433478398,34,0,3,3,0,3123
61,3,-0.197898314,1.7227074681155685,-0.260766272,0.387631464333896,0.301308876889799,0.3723282155035934,0.721786136603183,0.2783685006076761,0.1253124398040169,-1.911057321,7,4,3,3,0,3134
62,3,-0.197898314,-0.428270851,0.0442647561530833,-0.058561944,0.1699752019845251,0.1338187484840202,-0.026587549,0.0870587799164182,0.1247995914368866,0.2519246074277619,13,24,3,3,0,3143
63,3,-0.197898314,-0.428270851,-0.335329412,-0.375501838,0.1953722170979264,0.1492192729439033,-0.058929874,-0.104552647,0.0948663694048157,0.4833360418008649,20,25,5,3,1,3151
64,3,-0.158371707,-0.428270851,0.0984924944207821,1.1757468936145838,1.202607903241461,0.9010082152838356,2.8349938438565414,0.7971275484807835,0.1054804373132964,-2.339888131,6,57,5,3,0,3161
65,3,-0.000265279,0.2887219220305422,-0.796265187,-0.191753326,-3.440766348,0.1204395242813694,-1.100743995,0.5518790953823502,0.1039968092340209,3.0390164452461272,13,6,3,3,0,3181
66,3,-0.197898314,-0.428270851,0.0781570925703963,-0.40262206,0.1564009996705692,0.1198658317083608,-0.043705149,0.0987516446392225,0.1122111354783491,0.7564361152297523,23,17,3,3,0,3191
67,0,-0.197898314,0.2887219220305422,1.0881487178063074,-0.45030183,-0.177102401,-0.212679676,-1.17134454,-0.382816867,0.1039968092340209,0.2548406158091998,18,2,3,3,1,3201
68,3,0.11831454158573007,1.0057146950730553,2.1116972776091454,-0.331419176,-0.014178364,0.0351436259265448,-0.32396664,0.0534396012069572,0.0169004868665874,1.3062438878414857,35,59,3,3,1,3211
69,3,-0.197898314,1.0057146950730553,-0.46412029,1.6224209459741057,0.5767419517650674,-10.75132505,0.1185007893611457,-0.344798392,0.1039968092340209,-2.64224175,33,26,3,0,1,3222
70,3,-0.197898314,-0.428270851,0.0713786252869327,-0.056852443,0.4341456099605112,0.149128116265636,0.0536750948324841,-0.118532865,0.0846196115525282,0.3209040941559798,24,19,3,3,0,3233
71,3,-0.197898314,-0.428270851,-0.545461898,0.1276735581881885,0.5052542648332341,0.2127277343593745,0.1998219136734889,-0.505404257,0.0837952482832849,-0.883767195,24,35,3,3,0,3244
72,3,-0.197898314,0.2887219220305422,-0.070969188,-0.402847337,-0.108859826,0.0932966324938098,-0.245694415,0.5321103306919805,0.0818612929028227,0.476088078660463,8,10,3,3,0,3255
73,3,-0.197898314,0.2887219220305422,0.1866125691057963,-0.316149972,0.2017690832777906,0.1181249373201465,-0.001447638,0.1539989394651215,0.1039968092340209,0.6209912643842349,20,11,3,3,1,3265
74,3,-0.197898314,-0.428270851,0.0510432234365468,1.6072777985587523,1.347760377503762,0.3233126750991697,0.4467366424748032,0.1383207479121026,0.1155621063561747,-2.0617271,7,30,3,3,0,3285
75,3,-0.197898314,-0.428270851,1.833780118987183,-0.280150432,0.2385986762135237,0.1527050250541696,0.1100764412911834,0.0035879337268946,0.088046661467844,0.4390304721463535,14,14,3,3,0,3296
76,3,-0.079318493,-0.428270851,-0.131975393,-0.436428202,0.2410409123382355,0.2010319362042912,0.3399157507687156,0.0566145314722251,0.0802721828399341,0.1943054033522293,1,5,3,3,1,3307
77,3,-0.039791886,-0.428270851,-0.53868343,-0.416010164,-0.26735871,-0.665675852,0.0874753034398967,-0.371467806,0.1039968092340209,0.7327155085884384,28,35,3,3,0,3318
78,3,-0.197898314,-0.428270851,0.3696311857592835,1.8130538160306875,0.5349625362248919,0.6561861482942489,3.538853331826173,0.0942155288016629,0.0948951258142171,-0.937227349,25,38,3,3,0,3327
79,3,-0.197898314,0.2887219220305422,-0.958948402,-0.414564978,-0.129327557,-1.936214662,-1.429708789,-0.138680516,0.1039968092340209,0.5327679915746669,40,37,5,3,0,3338
80,3,-0.158371707,0.2887219220305422,1.3389520072944203,-0.426528227,0.2104662819543252,0.1038599080047674,-0.011497275,-0.103798382,-0.004326452,0.7052938143860679,4,28,3,3,0,3347
81,3,-0.197898314,-0.428270851,1.4745213529636698,-0.391425728,0.1411724997981312,0.1581377649122111,0.0606534235263318,0.6628648344674495,0.1289096350248917,0.7859653731821681,22,25,3,3,0,3356
82,3,-0.197898314,-0.428270851,0.6543268116647072,-0.325008143,0.483292811240834,0.1693222930022298,0.283720036965143,0.1536235609696699,0.0827356807446623,1.2112072492945192,24,33,3,3,0,3367
83,3,-0.197898314,-0.428270851,-1.602902794,-0.122343709,-0.159638919,-0.170227416,-1.228829412,-0.422182494,0.1039968092340209,-0.99875793,29,26,3,3,0,3377
84,3,-0.158371707,-0.428270851,-2.070617036,-0.070630105,-1.606432296,-0.030300924,-0.534160122,-0.729438563,0.1039968092340209,1.2042630370271843,38,35,3,3,0,3387
85,3,-0.197898314,-0.428270851,-0.443784888,-0.238880069,0.1759612945042696,0.1160620220576182,-0.030038486,-0.130425697,0.1417727436426184,-0.399835977,2,46,3,3,0,3398
86,3,0.11831454158573007,1.7227074681155685,-1.304650233,-0.456585178,-0.362936405,0.948716846355274,0.3253211048869096,-0.102717853,0.1039968092340209,0.2569107948364065,1,25,5,3,1,3
87,3,-0.197898314,-0.428270851,0.3899665876096718,-0.226002701,0.1735545342865682,0.2093648455980773,0.1836560234012282,0.0452584549322559,0.1375929898863193,0.5371606965082434,26,41,3,3,0,13
88,3,0.15784114852804798,-0.428270851,-2.002832363,-0.323368585,-3.63813749,0.1194249108189155,-0.13050322,0.0629258016901444,0.1039968092340209,0.6131544918591197,42,51,5,3,0,24
89,3,-0.197898314,-0.428270851,-1.101296215,-0.035115277,0.5431014561542638,0.1174581064019517,0.2904610972107676,0.0308397108546305,0.1039968092340209,-0.967237935,6,50,3,3,0,33
90,3,-0.197898314,-0.428270851,0.5119789987119965,0.6471331242014073,0.8153454337046027,0.2834326191906683,0.4923528198037213,0.2265276779227439,0.1063858396181616,-0.991280985,7,41,5,3,0,44
91,3,-0.197898314,-0.428270851,-0.31499401,-0.163610006,0.3871960477618288,0.3122351570227691,0.6509957769178043,-0.590004747,0.6950452113434905,-0.254965503,34,47,3,3,0,55
92,3,-0.197898314,-0.428270851,1.2440534653259452,-0.340483106,0.175029585156998,0.1875278669857525,0.2365088884009479,-0.588127854,0.0664134655699985,1.0309147503133262,34,18,5,3,0,72
93,2,-0.158371707,-0.428270851,-1.874041485,-0.266663109,-1.31141652,-0.099610715,-0.437481138,-0.433149159,0.1039968092340209,-1.968405486,7,13,5,3,1,83
94,3,0.07878793464341217,-0.428270851,0.1662771672554081,0.694079321008671,0.5377053839826912,0.2390759777124732,0.2261798019549732,0.0787548462833915,0.0842825632748191,-1.1676808,14,36,3,3,0,94
95,3,-0.000265279,-0.428270851,-1.840149149,0.184176528640877,-5.76996503,0.1362452996261584,0.3165421723026584,-0.306734311,0.0966917259156793,-1.144684522,26,33,3,3,0,104
96,3,-0.158371707,-0.428270851,0.2205049055231093,0.023885255994176,0.1312579173652419,0.1130370075059858,-0.086144565,0.0688406441511849,0.1059535284969589,0.6012100729120752,17,19,3,3,0,115
97,3,1.9760650678746712,1.0057146950730553,-1.094517747,-0.027497346,-2.700854691,0.0750276451688838,1.611574453232543,-0.641340387,0.1039968092340209,0.1709212592164657,6,38,3,3,0,123
98,3,-0.197898314,-0.428270851,-0.925056065,0.6424299651518377,0.042213390769292,-0.094160141,-0.378214116,-0.333544054,-0.294201616,-1.202406534,36,38,3,3,0,132
99,0,-0.039791886,-0.428270851,-0.09130459,-0.441203742,-0.303292069,0.2304369007797239,-1.879941488,0.0427500846121824,0.0763583969211928,2.010520662133408,6,11,5,3,1,143
100,3,-0.197898314,-0.428270851,-0.884385262,-0.208296116,-0.340747158,0.1335522142834342,-0.674098416,-0.450178011,0.1039968092340209,3.322135624395853,41,22,5,3,0,152
101,3,-0.197898314,-0.428270851,0.8712377647355073,-0.204036191,0.3199337280702268,0.127765746880377,0.0079824643369164,-0.007975127,0.0934203273036001,0.2395689565294883,14,44,3,3,1,162
102,3,-0.197898314,-0.428270851,-0.484455692,1.0032174855056792,0.621925187225235,0.4499491178816919,0.2891033944237137,0.587975070519744,0.0965005247425653,-0.303546951,2,38,3,3,0,172
103,3,-0.197898314,0.2887219220305422,-0.294658608,-0.252930991,0.330221741103225,0.1039233213461708,-0.410653986,0.9771864389392082,0.1039968092340209,-0.550557161,13,7,3,3,0,181
104,3,-0.158371707,-0.428270851,0.1662771672554081,-0.11502425,0.3581338113083593,0.057973419665216,-0.183340267,-0.382073126,0.1039968092340209,0.2859119935787225,19,38,3,3,1,190
105,3,-0.197898314,-0.428270851,-1.060625411,-0.064705409,0.6714663577886725,0.4206244108164727,1.0005106553629282,-0.5889593,0.0951509227606644,-0.02552144,44,41,3,3,0,200
106,3,0.3554741832396375,-0.428270851,-1.033511542,-0.373870412,-0.037997635,0.120519781791583,-0.117398093,0.09642219304128,0.1393538278222642,0.689835231492162,17,43,5,3,0,210
107,3,-0.197898314,-0.428270851,-1.067403878,-0.067815366,0.3361042066314393,0.2672354646294054,0.364670758866649,0.3613938040969907,0.0965825287583684,-0.11827761,7,42,5,3,0,219
108,3,-0.158371707,0.2887219220305422,-0.159089262,-0.241585016,-1.499270783,-0.414864197,-0.374604999,-0.847065344,0.1039968092340209,-0.26400326,18,21,0,3,0,228
109,3,-0.197898314,-0.428270851,0.789896157333959,0.8233775643937348,0.477497168327145,0.3354028249711052,-0.464218656,-2.514317702,0.0919069874845437,-0.166901116,34,1,3,3,0,239
110,3,-0.197898314,-0.428270851,1.027142512255145,0.3221824884263803,0.6497457669333426,0.1905697257061952,0.215761080761892,-0.098329082,0.10742286521975,-1.526826486,7,53,3,3,0,250
111,3,-0.197898314,-0.428270851,1.6372045677667713,-0.238989048,0.1048974513035597,0.0225828301613811,-0.379123645,0.3568506718389554,0.1039968092340209,0.6947279570937097,19,38,0,3,0,260
112,3,-0.197898314,-0.428270851,0.1798341018223328,-0.178879211,0.3894216941384775,0.1419792528558659,0.0579142911074018,-0.44184952,0.0941147463416355,-0.76142569,17,43,0,3,0,279
113,3,-0.197898314,-0.428270851,0.9119085684362838,-0.324052547,0.198973955235976,0.1037093013189344,-0.36392001,0.2337826566946489,0.0900259709168252,0.1401302668682354,19,19,3,3,0,289
114,3,-0.197898314,1.0057146950730553,0.5594282696962342,-0.031292079,0.1010921934884508,0.1959687772266161,0.2076781356257616,0.7185646884140331,0.0936346108026498,0.798325697170796,21,31,3,3,0,301
115,3,-0.079318493,3.156693014200595,-0.267544739,-0.281994936,0.4610904949113635,0.0232932577517907,-0.090460215,-1.110907311,0.0454754220951261,-0.309561218,39,9,3,3,1,320
116,2,-0.158371707,-0.428270851,0.1527202326884834,-0.211838735,0.3891509569533986,0.1130697050101469,0.3567934463856453,0.0097167770124449,-0.1592579,-1.088499957,18,21,3,3,1,328
117,3,-0.197898314,-0.428270851,-0.850492925,0.0241471299720356,0.4675209698452376,0.2351938922184358,0.3958926503367049,0.5548680905050113,0.1097624210699977,-0.838919547,25,35,3,3,0,337
118,3,-0.197898314,-0.428270851,0.57976367154662,-0.063552188,0.4891575388155431,0.1286584878273213,-0.065125217,-0.016759686,0.1051196698227321,0.4552460956777481,15,23,3,3,0,345
119,3,-0.197898314,-0.428270851,0.5729852042631589,0.2900598226577653,0.3415217510625182,0.4006155199367919,0.7383791100822451,0.0165156884534274,0.632055454525885,-0.786566916,0,56,3,3,0,366
120,3,-0.197898314,-0.428270851,1.0813702505228462,-0.29448112,0.1917835490308806,0.1183775998523005,-0.03161764,0.3764966491709998,0.0043761827904997,0.6674137439695016,6,34,3,3,0,375
121,3,-0.197898314,-0.428270851,-1.209751691,-0.333933004,0.2220463648636999,0.1091172703404902,-0.079561684,0.8799178018841612,0.1017992695170487,-0.330954626,23,29,3,3,0,384
122,3,-0.197898314,-0.428270851,0.0374862888696197,-0.245383815,0.3882397862891331,0.1142745584968109,-0.003617326,-0.159280727,0.4556617864955912,-0.105459324,30,40,3,3,0,395
123,3,-0.197898314,1.7227074681155685,-1.257200962,-0.194706321,-0.302556411,-0.262824766,-1.214234766,-0.31485231,0.1039968092340209,-0.714152708,34,17,5,3,1,415
124,3,-0.197898314,-0.428270851,0.3357388493419705,-0.094882726,0.2626438725545311,0.1588491833360802,0.0638670928417078,0.3293778774662341,0.1124913850225894,-0.552332935,15,17,5,3,0,422
125,3,-0.197898314,-0.428270851,0.6949976153654837,-0.289753563,0.100362136665238,0.0746422109531664,-0.140834943,-0.198930519,0.0807160737233118,1.190804536805162,34,53,5,3,0,430
126,3,-0.197898314,-0.428270851,-0.681031243,-0.229071181,0.3361042066314393,0.159261370055202,0.0619821268363806,0.2148488460408911,0.1039968092340209,-0.241081752,18,55,3,3,0,438
127,3,0.8693200734897701,1.0057146950730553,0.5865421388300837,-0.429148593,-0.506204921,-0.500483107,-1.16272115,-0.060622838,-0.102233708,-0.082757451,24,54,5,3,0,451
128,3,-0.197898314,-0.428270851,-1.345321037,1.2876158785539749,0.8930171313742381,0.2046455058308236,0.4170780864469278,-0.157277539,-0.037928124,-1.81979654,6,47,3,3,0,459
129,3,-0.1188451,0.2887219220305422,-0.31499401,-0.39442264,-0.507758393,0.0647804455314836,-1.592778121,-0.582756784,0.1039968092340209,0.8637489621389594,7,46,5,3,1,470
130,3,-0.197898314,-0.428270851,-0.46412029,-0.416313515,0.2486290221324469,0.8156726835906337,0.1185007893611457,0.5146464601278883,0.1043531667651569,-1.276867556,33,46,5,0,0,480
131,3,-0.197898314,-0.428270851,1.0000286431212957,0.8932125227937852,1.0019150958249738,0.6451225018862804,2.7582796819138617,0.4991998104505684,0.1053791722930754,-1.369824669,3,49,3,3,0,491
132,3,-0.197898314,-0.428270851,-0.545461898,-0.064458988,0.4280586911787372,0.1344746802341613,-0.044456499,0.0947172028656776,0.0833857685931707,-0.908497189,13,15,3,3,0,502
133,2,1.9365384609323533,-0.428270851,-0.931834533,-0.271059664,-0.746524317,0.2093113405912682,0.0211297726845621,0.0502681791519272,0.1039968092340209,0.7856756415801662,44,46,5,3,1,513
134,3,-0.197898314,0.2887219220305422,-0.423449486,-0.048543231,-1.005776644,-0.397110443,0.0469867609086868,-0.980191398,0.1039968092340209,-0.554183479,15,46,5,3,0,524
135,2,-0.197898314,-0.428270851,0.6000990733970083,-0.262647166,0.8807835449146729,0.1131608616884142,0.4399085837981634,-0.094399886,-0.043294629,-1.373637911,15,12,3,3,1,552
136,3,-0.197898314,-0.428270851,0.6272129425308577,-0.174417594,0.385491337072332,0.316917835952024,0.7001498904413366,0.1315990170963531,0.113428168482949,-0.091454072,26,45,3,3,0,563
137,0,-0.197898314,-0.428270851,-0.640360439,-0.436466425,-0.386632443,-0.285635734,-1.184510302,-0.29803395,0.1039968092340209,0.7600624333451305,14,13,5,3,1,573
138,3,-0.158371707,1.0057146950730553,-2.063838569,-0.181258035,0.1600064721146199,0.1574441814906118,0.1170811331459448,0.128610021973692,0.0894712424098284,-0.694254689,18,48,5,3,0,584
139,3,-0.197898314,-0.428270851,0.200169503672721,-0.06997786,0.2737067540827551,0.1519599182926801,0.022962012368062,0.6219064799403748,0.1260503794482269,-0.107230425,9,52,3,3,0,592
140,3,-0.197898314,-0.428270851,0.9322439702866696,0.0076376835417636,0.2207430920693201,0.2767801633440715,0.5598899654323536,0.4286076040442474,0.1019972834502424,0.2213953081394039,19,47,3,3,0,610
